CDS_number,VF_number,Length_bp,Description,1000ng_NoRibo,500ng_NoRibo,100ng_NoRibo,1000ng_Ribodpl,500ng_Ribodpl,100ng_Ribodpl,50ng_Ribodpl,25ng_Ribodpl,10ng_Ribodpl,5ng_Ribodpl_17cyc,5ng_Ribodpl_15cyc,2ng_Ribodpl_17cyc,2ng_Ribodpl_15cyc,1ng_Ribodpl_17cyc,1ng_Ribodpl_15cyc
c2cds249,VF_A0247,1164,SUA5 protein,396,376,281,205,159,134,402,35,177,176,204,104,37,18,10
c2cds250,VF_A0248,1272,sn-glycerol-3-phosphate dehydrogenase subunit C,7712,8825,7647,6692,6366,4344,10112,756,4331,4556,4151,2898,1534,752,568
c2cds251,VF_A0249,1368,anaerobic glycerol-3-phosphate dehydrogenase subunit B,6854,7239,6532,6015,5661,3866,10043,753,3835,4915,5322,3057,1818,961,622
c2cds252,VF_A0250,1653,sn-glycerol-3-phosphate dehydrogenase subunit A,20221,21085,18258,16343,15508,9853,36074,2543,12274,21557,21207,12578,7970,4039,2412
c2cds253,VF_A0251,4164,formate dehydrogenase-H,3187,3812,3419,3333,3028,2141,8087,616,2896,5165,4659,2410,1470,763,508
c2cds254,VF_A0253,1230,peptidase T,757,916,888,902,897,615,2545,181,1036,1294,1311,759,377,135,200
c2cds255,VF_A0254,381,lipoprotein,63,77,71,63,81,54,454,28,122,171,143,100,47,76,47
c2cds256,VF_A0255,789,DNA-binding transcriptional regulator,567,536,432,231,263,168,620,32,221,280,341,148,170,58,33
c2cds257,VF_A0256,375,hypothetical protein,315,292,188,194,167,111,292,30,102,97,148,59,46,4,14
c2cds258,VF_A0257,612,malate synthase,7,10,3,6,5,0,7,1,7,0,1,0,0,0,0
c2cds259,VF_A0258,1503,MerR family transcriptional regulator,286,239,204,147,135,88,349,26,87,110,212,81,142,23,16
c2cds260,VF_A0259,1101,transcriptional regulator,458,441,372,305,296,226,949,84,425,614,366,303,60,24,35
c2cds261,VF_A0260,1917,glutathione-regulated potassium-efflux system protein KefC,1696,1848,1662,1594,1524,1140,4133,302,1462,1619,1724,1114,827,415,188
c2cds262,VF_A0261,618,modulator of glutathione-dependent potassium efflux system,499,574,463,453,428,252,861,65,296,486,359,234,74,92,54
c2cds263,,330,quaternary ammonium compound-resistance protein,5,4,8,3,4,3,13,7,8,14,4,0,0,0,0
c2cds264,VF_A0263,408,hypothetical protein,253,246,231,170,130,89,301,11,91,145,164,53,32,28,34
c2cds265,VF_A0264,1212,2Fe-2S cluster-containing protein,493,577,532,519,482,354,1197,80,391,746,630,340,236,123,75
c2cds266,VF_A0265,1257,two component sensor histidine kinase,227,207,166,160,170,110,249,29,70,194,81,104,46,53,8
c2cds267,VF_A0266,666,transcriptional regulator,258,242,189,135,113,89,310,20,101,105,131,91,58,53,9
c2cds268,VF_A0267,885,hypothetical protein,82,91,110,67,87,75,140,22,37,43,64,94,75,15,8
c2cds269,VF_A0268,909,hypothetical protein,288,297,278,216,205,148,494,33,226,343,179,172,124,72,60
c2cds270,VF_A0269,375,lipoprotein,98,80,64,55,70,35,127,6,44,127,134,29,33,38,0
c2cds271,VF_A0272,1011,hypothetical protein,147,138,168,149,160,129,309,30,155,207,124,58,14,5,15
c2cds272,VF_A0273,960,elastase 2 precursor,169,209,174,141,131,77,345,12,124,120,174,150,113,18,18
c2cds273,VF_A0274,1128,acyl-CoA desaturase,512,548,458,375,422,311,559,37,210,412,283,174,96,10,30
c2cds274,VF_A0275,237,hypothetical protein,83,77,84,32,40,20,41,1,6,21,22,13,62,0,14
c2cds275,VF_A0276,1236,GGDEF domain-containing protein,619,653,556,456,446,286,920,50,336,586,467,211,140,69,14
c2cds276,VF_A0277,498,hypothetical protein,106,110,63,74,81,39,159,15,55,111,94,24,32,0,3
c2cds277,VF_A0278,957,membrane-bound redox modulator that IS induced by high pH,105,128,137,106,136,97,137,36,81,154,102,23,1,3,11
c2cds278,VF_A0279,1170,hypothetical protein,1704,1555,1260,964,885,583,1799,147,746,1353,933,1010,756,181,243
c2cds279,VF_A0280,972,hypothetical protein,57,52,39,50,32,21,74,7,33,35,18,10,4,11,0
c2cds280,VF_A0281,2121,anaerobic ribonucleoside triphosphate reductase,958,1082,1021,1033,992,791,2069,219,942,1227,1070,635,252,239,116
c2cds281,VF_A0282,471,anaerobic ribonucleotide reductase-activating protein,95,92,95,87,81,55,359,43,147,100,121,68,87,3,42
c2cds282,VF_A0283,1188,aromatic amino acid aminotransferase,473,637,580,544,587,490,1818,129,654,540,735,339,239,130,97
c2cds283,VF_A0284,642,ATP-dependent Zn protease,1827,2081,1764,1795,1951,1275,5358,422,1835,3283,3526,2367,1068,573,437
c2cds284,VF_A0285,1419,amino-acid ABC transporter binding protein,76,73,56,47,55,42,113,10,12,64,34,54,0,11,0
c2cds285,VF_A0286,1434,amino-acid ABC transporter binding protein,55,43,57,41,36,24,68,5,43,33,21,15,2,1,0
c2cds286,VF_A0287,540,hypothetical protein,203,233,217,182,152,111,394,34,147,243,186,96,96,74,1
c2cds287,VF_A0288,381,protein YgiW precursor,421,470,417,296,263,196,528,41,169,224,94,101,37,8,16
c2cds288,VF_A0289,1506,cobyric acid synthase,337,293,233,207,166,110,457,15,190,294,222,188,73,33,32
c2cds289,VF_A0290,738,molybdate ABC transporter%2C periplasmic molybdate-binding protein,206,216,169,140,170,109,278,13,120,226,155,118,117,22,24
c2cds290,VF_A0291,690,molybdate ABC transporter permease protein,54,56,49,61,67,44,211,14,53,153,95,61,11,7,11
c2cds291,VF_A0292,1095,molybdate transporter ATP-binding protein,196,211,172,146,163,126,442,28,111,249,184,167,104,102,51
c2cds292,VF_A0293,681,nucleotidase,462,343,273,258,234,202,623,71,272,378,348,240,177,70,45
c2cds293,VF_A0294,177,hypothetical protein,258,229,206,228,208,132,612,44,185,160,134,146,73,21,22
c2cds294,VF_A0295,519,nucleoprotein%2Fpolynucleotide-associated enzyme,617,607,487,497,529,351,1527,118,451,917,819,583,300,283,80
c2cds295,VF_A0296,348,hypothetical protein,34,41,32,30,29,16,59,12,36,41,39,25,28,3,18
c2cds296,VF_A0297,177,TorE protein,84,83,64,34,37,28,126,16,67,109,106,63,34,0,45
c2cds297,VF_A0298,1179,trimethylamine N-oxide reductase%2C cytochrome c-type subunit,772,927,913,875,779,638,2327,194,871,1420,1342,761,481,246,91
c2cds298,VF_A0299,2859,trimethylamine N-oxide %28TMAO%29 reductase I%2C catalytic subunit,1872,2350,2317,2347,2381,1817,6736,532,2444,3641,3625,2087,1238,787,408
c2cds299,VF_A0300,1986,methyl-accepting chemotaxis protein,52,53,48,74,42,29,138,6,32,118,65,50,29,0,0
c2cds300,VF_A0301,1740,alpha-galactosidase,1001,1054,827,732,680,401,1785,118,548,856,1007,666,307,218,133
c2cds301,VF_A0302,1980,methyl-accepting chemotaxis protein,36,26,33,26,24,16,92,9,12,28,26,23,17,0,4
c2cds302,,147,hypothetical protein,0,1,1,1,2,1,18,5,0,2,0,0,0,0,0
c2cds303,VF_A0304,1128,hypothetical protein,91,103,88,63,60,47,165,15,76,15,33,37,4,0,0
c2cds304,VF_A0305,825,peptide transport system ATP-binding protein SapF,382,358,320,265,283,183,645,53,228,389,353,191,105,27,35
c2cds305,VF_A0306,1014,peptide transport system ATP-binding protein SapD,349,458,371,300,324,243,863,42,280,420,418,242,127,32,75
c2cds306,VF_A0307,888,peptide transport system permease protein SapC,135,162,168,162,183,108,306,37,198,127,329,140,65,87,16
c2cds307,VF_A0308,948,peptide transport system permease protein SapB,92,122,124,140,106,82,291,26,147,28,67,58,27,9,2
c2cds308,VF_A0309,1626,peptide transport protein SapA,345,368,343,322,334,211,712,76,328,455,383,234,179,103,21
c2cds309,VF_A0310,1020,DNA-binding transcriptional activator,79,99,69,67,71,51,153,17,57,110,110,28,44,1,0
c2cds310,VF_A0311,666,regulatory protein for phage-shock-protein operon,1572,1545,1291,1381,1252,912,2856,244,1225,2136,1833,1203,606,206,278
c2cds311,VF_A0312,225,phage shock protein B,264,301,292,315,320,227,684,65,200,240,191,175,117,25,18
c2cds312,VF_A0313,387,PspC transcriptional regulator%2C toxin of PspCB toxin-antitoxin pair,617,565,577,504,488,365,1448,108,538,657,695,459,262,105,108
c2cds313,VF_A0314,1398,hypothetical protein,1137,965,857,795,771,557,2112,123,732,1100,1045,545,372,282,91
c2cds314,VF_A0315,1026,hypothetical protein,595,662,566,494,442,302,957,72,322,393,513,330,175,101,69
c2cds315,VF_A0316,879,phosphomethylpyrimidine kinase,88,102,80,66,74,48,133,9,28,61,41,43,12,6,1
c2cds316,VF_A0317,747,hydroxymethylpyrimidine transport ATP-binding protein,52,61,62,40,30,27,63,3,31,78,22,50,20,0,18
c2cds317,VF_A0318,819,taurine transporter permease subunit,23,35,15,19,26,16,55,0,20,55,22,2,1,0,0
c2cds318,VF_A0319,948,hydroxymethylpyrimidine-binding protein,91,93,78,60,62,44,180,11,65,53,97,49,4,15,0
c2cds319,VF_A0320,663,transcriptional activator TenA,119,116,81,46,65,41,127,19,41,76,85,114,77,2,11
c2cds320,VF_A0321,804,hydroxyethylthiazole kinase,152,156,132,80,68,56,233,12,72,149,64,75,60,34,1
c2cds321,VF_A0322,639,thiamine-phosphate pyrophosphorylase,148,119,109,70,60,26,147,12,23,68,97,41,31,5,11
c2cds322,VF_A0323,813,GGDEF domain-containing protein,26,16,12,18,8,7,29,0,7,4,12,30,0,0,0
c2cds323,VF_A0324,1287,thiol:disulfide interchange protein DsbD,63,66,61,57,44,33,93,9,34,89,42,29,25,5,4
c2cds324,VF_A0325,1686,methyl-accepting chemotaxis protein,1090,1258,1159,1089,1046,871,3166,274,1102,2055,1718,827,478,218,152
c2cds325,VF_A0326,699,hypothetical protein,7,4,6,5,5,4,4,3,0,0,8,0,0,0,0
c2cds326,VF_A0327,171,hypothetical protein,4,9,12,19,18,8,52,2,6,0,0,0,0,0,0
c2cds327,VF_A0328,669,outer membrane lipoprotein,51,80,73,30,24,39,117,14,34,66,22,24,31,12,5
c2cds328,VF_A0329,561,hypothetical protein,20,17,25,14,15,8,43,1,5,0,31,20,0,5,0
c2cds329,VF_A0330,1503,hypothetical protein,53,51,47,35,47,25,66,5,32,54,61,9,11,22,0
c2cds330,VF_A0331,2280,hypothetical protein,12,12,18,3,9,7,14,0,14,2,12,6,0,0,0
c2cds331,VF_A0332,2136,TonB system receptor,11,8,7,8,10,10,21,5,10,28,0,13,0,0,0
c2cds332,VF_A0333,2004,oligopeptidase B,15,21,16,14,13,8,21,1,10,10,35,0,0,2,1
c2cds333,VF_A0334,519,MarR family transcriptional regulator,53,40,27,30,22,19,40,4,17,39,42,10,0,0,0
c2cds334,VF_A0335,423,osmotically inducible protein C,426,517,438,344,366,248,1036,61,305,658,542,384,249,170,82
c2cds335,VF_A0336,396,hypothetical protein,142,176,168,157,178,109,374,42,190,277,212,142,51,40,52
c2cds336,VF_A0338,2379,glucosyl hydrolase precursor,315,436,391,350,346,200,790,68,302,409,433,290,187,19,44
c2cds337,VF_A0339,996,hypothetical protein,46,52,49,24,19,10,56,0,22,43,31,2,18,10,2
c2cds338,VF_A0340,1425,amino acid permease,90,93,91,109,86,58,242,18,59,97,61,53,9,13,4
c2cds339,VF_A0341,120,hypothetical protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2cds340,VF_A0342,1332,GGDEF domain-containing protein,7,4,4,5,3,4,5,2,0,0,0,0,0,0,0
c2cds341,VF_A0343,1329,GGDEF domain-containing protein,9,1,8,9,3,0,4,0,0,6,0,19,18,0,0
c2cds342,VF_A0344,1431,diguanylate phosphodiesterase,61,52,40,36,24,24,65,6,15,10,43,13,35,26,11
c2cds343,VF_A0345,1431,transporter,24,31,30,28,28,23,41,5,18,0,17,8,14,0,0
c2cds344,VF_A0346,453,cryptic beta-D-galactosidase subunit beta,12,11,13,17,10,7,23,3,3,0,9,2,0,0,0
c2cds345,VF_A0347,3102,cryptic beta-D-galactosidase subunit alpha,69,98,94,89,72,63,157,10,29,143,88,61,14,4,8
c2cds346,VF_A0348,996,DNA-binding transcriptional repressor EbgR,757,749,643,576,508,351,1176,94,405,802,582,394,389,166,88
c2cds347,VF_A0349,780,DNA polymerase III%2C epsilon-subunit paralog %283%27 to 5%27 exonuclease%29,72,74,50,48,33,22,75,10,17,43,41,20,10,21,4
c2cds348,VF_A0350,1860,cyclic nucleotide binding protein%2FCBS domain-containing proteins,212,226,208,186,168,126,402,32,169,89,177,116,35,37,35
c2cds349,VF_A0351,1632,transporter,1030,1326,1400,1445,1442,1097,3023,225,1313,1281,1402,797,483,271,177
c2cds350,VF_A0352,1011,UDP-galactose-4-epimerase,900,928,814,713,709,505,1792,120,613,1141,1051,682,327,280,152
c2cds351,VF_A0353,1053,galactose-1-phosphate uridylyltransferase,1373,1508,1263,1065,971,738,2824,217,987,1440,1476,951,507,252,133
c2cds352,VF_A0355,1155,galactokinase,1579,1885,1609,1335,1186,855,3192,207,1099,2044,1960,1116,709,342,238
c2cds353,VF_A0356,1062,aldose 1-epimerase,1186,1201,1026,830,798,553,2217,138,872,1097,1230,800,513,233,144
c2cds354,VF_A0357,3051,acriflavin resistance plasma membrane protein,123,143,145,117,103,64,299,7,109,159,153,103,59,6,74
c2cds355,VF_A0358,1113,acriflavin resistance periplasmic protein,29,30,28,23,24,9,51,4,8,40,36,15,15,0,17
c2cds356,VF_A0359,612,TetR family transcriptional regulator,47,45,25,29,29,24,89,0,27,11,32,18,7,4,1
c2cds357,VF_A0360,2595,sensor histidine kinase,1118,1076,985,914,886,649,1661,159,817,711,898,484,259,130,101
c2cds358,VF_A0361,999,DNA-binding transcriptional repressor,564,525,453,442,366,288,896,65,306,630,449,160,162,119,64
c2cds359,VF_A0362,333,hypothetical protein,358,363,310,316,261,195,469,56,99,161,138,68,43,17,6
c2cds360,VF_A0363,1509,sodium%2Fproton-dependent alanine carrier protein,158,177,132,68,60,58,167,14,92,50,88,42,68,0,10
c2cds361,VF_A0364,393,transporter,34,35,29,18,17,15,30,0,32,27,10,11,0,0,0
c2cds362,VF_A0365,348,translation initiation inhibitor,113,144,179,139,141,87,528,38,161,156,196,103,51,42,41
c2cds363,VF_A0366,1317,branched-chain amino acid transport system II carrier protein,154,193,193,204,175,135,398,19,255,281,194,104,51,63,15
c2cds364,VF_A0367,897,deacetylase,51,34,40,31,35,20,48,4,19,64,23,2,14,21,2
c2cds365,VF_A0368,1686,hypothetical protein,16,16,10,10,12,4,46,4,5,9,1,10,0,0,0
c2cds366,,432,PTS system%2C fructose-like-1 IIA component,17,19,21,14,14,11,32,2,3,3,29,19,43,3,3
c2cds367,VF_A0370,1404,PTS system%2C fructose-like enzyme IIC component,91,136,154,126,114,65,239,18,91,176,217,88,38,99,1
c2cds368,VF_A0371,561,hypothetical protein,64,48,45,86,53,35,133,8,44,66,102,36,27,4,18
c2cds369,VF_A0372,1260,mechanosensitive ion channel MscS,174,163,185,168,137,126,401,32,189,206,149,121,50,52,16
c2cds370,VF_A0373,1275,mechanosensitive ion channel MscS,30,46,45,32,31,26,98,2,45,52,34,6,1,0,0
c2cds371,VF_A0374,1305,ATP-dependent RNA helicase,185,190,139,142,152,90,371,38,99,130,155,181,77,53,28
c2cds372,VF_A0375,879,hypothetical protein,57,56,70,47,57,22,65,9,14,39,55,27,24,14,0
c2cds373,VF_A0376,1125,hypothetical protein,59,79,42,41,44,35,95,16,18,78,68,28,12,0,22
c2cds374,VF_A0377,1053,hypothetical protein,241,220,171,136,108,82,259,13,147,170,140,143,66,3,46
c2cds375,VF_A0378,1602,glycine betaine transporter,479,561,512,509,468,327,1150,98,398,645,705,397,288,76,25
c2cds376,VF_A0379,1131,membrane fusion protein %28MFP%29 component of efflux pump%2C signal anchor,930,862,780,787,784,586,2035,119,641,1260,1245,836,409,152,184
c2cds377,VF_A0380,381,hypothetical protein,460,461,367,352,351,222,840,50,334,455,437,313,250,149,43
c2cds378,VF_A0381,1155,GGDEF domain-containing protein,183,183,169,146,157,90,329,9,121,160,129,115,54,11,2
c2cds379,VF_A1180,177,hypothetical protein,11,19,10,11,15,13,22,0,0,25,0,5,0,0,0
c2cds380,VF_A0382,360,hypothetical protein,435,430,341,341,345,179,416,28,149,118,100,32,57,3,16
c2cds381,VF_A0383,2043,exoribonuclease II,1350,1537,1365,1257,1234,825,2810,191,1048,1359,1296,899,498,241,222
c2cds382,VF_A0384,1905,ATP-dependent RNA helicase,1779,2351,2552,2150,2104,1491,4551,305,1614,2860,2542,1549,1026,330,244
c2cds383,VF_A0385,537,spermidine N1-acetyltransferase,396,377,327,372,307,253,420,77,228,215,224,162,124,10,12
c2cds384,VF_A0386,1464,formate%2Fnitrite transporter family protein,8237,8661,8027,6989,6629,4812,13627,1132,5588,7982,8357,4543,2979,1515,998
c2cds385,VF_A0387,912,LysR family transcriptional regulator,171,204,184,177,191,117,507,36,182,225,319,204,174,58,42
c2cds386,VF_A0388,681,hypothetical protein,266,276,253,254,299,205,488,77,365,292,257,103,27,35,20
c2cds387,VF_A0389,1866,methyl-accepting chemotaxis protein,624,576,468,435,475,331,1178,95,462,619,723,329,229,67,80
c2cds388,VF_A0390,861,amino acid ABC transporter permease,130,130,182,179,175,171,554,47,304,190,186,114,75,9,12
c2cds389,VF_A0391,810,ABC transporter amino acid-binding protein,605,594,594,576,512,380,1229,90,387,426,500,256,107,83,51
c2cds390,VF_A0392,795,amino acid ABC transporter permease,150,147,126,124,106,73,159,18,62,40,92,71,37,15,52
c2cds391,VF_A0393,747,amino acid transport ATP-binding protein,226,253,270,235,232,149,433,43,154,163,208,75,46,34,26
c2cds392,VF_A0394,1053,phospho-2-dehydro-3-deoxyheptonate aldolase,3880,4594,4220,4090,3768,2719,8185,740,3352,5070,4226,2610,1825,811,520
c2cds393,VF_A0395,1635,hypothetical protein,3653,3526,2777,1961,1869,1035,3234,209,1082,1419,1672,1115,626,334,165
c2cds394,VF_A0396,1740,5%27-nucleotidase,478,540,409,258,285,206,784,50,307,338,373,231,157,57,47
c2cds395,VF_A0397,189,hypothetical protein,390,379,355,332,260,104,150,4,44,56,39,95,19,0,1
c2cds396,VF_A0398,1584,GGDEF domain-containing protein,504,495,500,460,415,294,641,32,274,333,233,151,110,82,11
c2cds397,VF_A0399,1470,hypothetical protein,625,684,643,557,597,429,964,80,362,476,533,301,193,58,38
c2cds398,VF_A0400,981,transcriptional repressor,853,1012,964,882,805,536,2073,144,592,820,1098,481,343,152,83
c2cds399,VF_A0401,1470,hypothetical protein,2110,2364,2896,2590,2671,2194,6071,383,1999,2198,2137,1018,649,331,224
c2cds400,VF_A0402,711,purine nucleoside phosphorylase,10282,13188,15110,15197,14083,10540,40288,2767,15986,23463,21239,13242,8602,4277,2730
c2cds401,VF_A0403,663,potassium uptake protein KtrA,406,433,333,332,307,206,709,39,310,297,301,210,136,23,25
c2cds402,VF_A0404,1365,potassium uptake protein KtrB,225,240,217,252,221,175,572,44,220,246,329,139,81,32,10
c2cds403,VF_A0405,1074,hypothetical protein,150,180,165,134,158,102,246,19,97,89,134,47,17,42,1
c2cds404,VF_A0406,651,hydrogenase cytochrome b-type,175,144,170,195,200,140,288,31,220,112,178,119,16,16,11
c2cds405,VF_A0407,456,cytochrome c%27,881,972,843,749,727,484,1362,117,542,701,886,436,382,96,76
c2cds406,VF_A0408,528,phosphohydrolase %28MutT%2Fnudix family protein%29,291,329,325,306,270,202,645,51,184,384,312,259,83,39,64
c2cds407,VF_A0409,222,hypothetical protein,27,47,48,63,64,55,261,36,137,43,59,48,53,7,2
c2cds408,VF_A0410,327,hypothetical protein,109,89,72,56,55,30,103,3,42,53,53,9,37,6,18
c2cds409,VF_A0411,915,oxidoreductase,317,340,302,306,282,202,712,79,311,272,332,309,157,22,41
c2cds410,VF_A0412,1029,dihydroorotase,476,485,471,436,425,270,1085,87,343,392,592,306,231,79,47
c2cds411,VF_A0413,198,hypothetical protein,72,50,42,27,28,17,120,1,49,68,30,5,0,25,11
c2cds412,VF_A0414,2331,ATP-dependent protease %28Lon-like%29,12906,12542,10522,9625,9120,6388,19739,1624,7757,10839,9769,6856,3434,2018,1272
c2cds413,VF_A0415,1230,hypothetical protein,1636,1831,1640,1538,1400,1151,3300,320,1416,1206,1210,993,446,281,204
c2cds414,VF_A0416,342,DOPA 4%2C5-dioxygenase,73,56,68,45,40,23,77,3,14,6,26,8,24,4,4
c2cds415,VF_A0417,1032,L-threonine 3-dehydrogenase,3861,5031,5355,4927,4975,3714,11627,805,4448,4971,5368,3200,1797,1190,610
c2cds416,VF_A0418,1197,2-amino-3-ketobutyrate CoA ligase,3400,4358,4105,3780,3617,2747,9143,673,3646,5287,5078,3042,1700,1011,468
c2cds417,VF_A0419,936,LysR family transcriptional regulator,106,110,92,94,104,72,205,18,102,149,79,41,49,7,4
c2cds418,VF_A0420,378,hypothetical protein,92,87,76,43,57,26,91,13,43,41,64,49,22,0,7
c2cds419,VF_A0421,921,manganese-dependent inorganic pyrophosphatase,792,1064,1195,1256,1241,958,3106,294,1164,1261,1170,733,497,272,231
c2cds420,VF_A1181,153,hypothetical protein,505,428,270,209,190,87,224,17,68,78,115,42,21,9,5
c2cds421,VF_A0422,525,hypothetical protein,465,557,621,481,499,339,1171,77,330,480,480,243,106,21,46
c2cds422,VF_A0423,2304,recombination protein,58,53,30,28,25,14,77,4,36,83,23,13,9,12,1
c2cds423,VF_A0424,1749,lipid transporter ATP-binding%2Fpermease protein,1192,1333,1225,1289,1323,866,2962,256,1068,1400,1103,922,474,276,200
c2cds424,VF_A0425,987,tetraacyldisaccharide 4%27-kinase,543,595,427,491,480,322,1327,107,451,682,647,645,287,156,121
c2cds425,VF_A0426,198,cytosolic protein,84,62,82,71,76,66,148,8,38,27,81,48,7,0,4
c2cds426,VF_A0427,750,3-deoxy-manno-octulosonate cytidylyltransferase,456,593,574,577,544,358,1310,85,387,685,901,489,300,88,125
c2cds427,VF_A0428,864,hypothetical protein,427,530,455,443,408,297,1156,118,458,519,494,219,173,51,39
c2cds428,VF_A0429,780,metallothionein SmtA,409,415,353,306,326,251,739,69,344,387,468,286,127,37,59
c2cds429,VF_A0430,1338,condesin subunit F,1129,1211,1096,1184,1168,763,2966,266,1188,1758,1655,947,696,325,194
c2cds430,VF_A0431,738,condesin subunit E,513,585,581,613,577,480,1392,144,578,717,702,589,369,113,64
c2cds431,VF_A0432,4467,fused chromosome partitioning protein: nucleotide hydrolase,6196,7927,7940,7690,7565,5499,19396,1540,6744,10235,10584,6136,3837,2025,967
c2cds432,VF_A0434,618,DnaJ-related protein,47,69,37,25,32,22,63,7,39,79,28,28,16,8,0
c2cds433,VF_A0435,1350,two component sensor histidine kinase,103,108,83,72,77,45,149,19,82,156,111,57,44,45,0
c2cds434,VF_A0436,678,transcriptional regulatory protein,47,83,106,90,68,63,280,14,97,192,102,97,104,35,4
c2cds435,VF_A0437,402,hypothetical protein,11,14,10,8,9,6,18,0,4,2,15,0,0,0,0
c2cds436,VF_A0438,1458,fused N-acetyl glucosamine specific PTS enzyme: IIC and IIB components,19,27,18,12,14,12,25,6,0,16,19,16,8,0,0
c2cds437,VF_A0439,1185,nitrite and%2For nitric oxide reductase,71,100,92,68,74,49,121,11,69,105,58,48,21,0,0
c2cds438,VF_A0440,855,esterase,450,597,485,456,452,293,947,57,353,640,496,373,200,62,31
c2cds439,VF_A0441,1038,hypothetical protein,62,48,70,53,52,27,108,8,15,9,56,29,25,0,3
c2cds440,VF_A0442,396,hypothetical protein,48,55,50,49,41,21,92,8,32,28,47,0,0,2,1
c2cds441,VF_A0443,1335,copper%2Fsilver resistance outer membrane protein,48,53,50,44,46,32,75,13,36,52,32,6,11,2,2
c2cds442,VF_A0444,1470,copper%2Fsilver efflux system%2C membrane fusion protein,40,45,40,35,21,17,67,6,43,17,6,21,9,2,5
c2cds443,VF_A0445,3120,copper%2Fsilver efflux system%2C membrane component,60,52,43,30,31,20,92,3,19,19,49,30,30,20,12
c2cds444,VF_A0446,507,copper-binding protein,180,171,135,107,114,72,298,28,137,73,163,83,31,30,44
c2cds445,VF_A0447,1629,methyl-accepting chemotaxis protein,45,63,56,58,39,36,114,7,22,28,68,35,8,2,4
c2cds446,VF_A0448,1629,methyl-accepting chemotaxis protein,309,419,400,332,331,308,970,90,351,491,366,263,105,40,21
c2cds447,VF_A0449,246,hypothetical protein,146,128,94,96,115,66,95,11,21,71,26,9,6,0,0
c2cds448,VF_A0450,1533,histidine ammonia-lyase,578,690,658,531,451,347,894,50,322,728,617,451,144,223,56
c2cds449,VF_A0451,1695,urocanate hydratase,593,660,627,508,463,339,1000,77,333,569,601,375,171,147,71
c2cds450,VF_A0452,1053,formimidoylglutamase,310,336,243,164,177,105,400,22,118,336,205,132,75,23,34
c2cds451,VF_A0453,1227,imidazolonepropionase,481,530,408,376,374,243,957,46,386,489,525,283,255,39,110
c2cds452,VF_A0454,702,histidine utilization repressor,599,687,594,504,479,330,742,63,349,312,358,210,72,57,19
c2cds453,VF_A0455,639,hypothetical protein,114,86,81,63,62,36,92,14,32,60,30,22,49,1,9
c2cds454,VF_A0456,474,peptidyl-prolyl cis-trans isomerase,395,511,440,399,372,303,1050,88,331,607,594,445,244,117,36
c2cds455,VF_A0457,636,lipoprotein,557,595,570,451,433,289,735,60,333,381,382,233,73,43,45
c2cds456,VF_A0458,891,hypothetical protein,1066,1190,1043,1021,933,672,2247,150,792,998,903,656,293,195,83
c2cds457,VF_A0460,3456,transcription-repair coupling factor,1627,1700,1586,1483,1467,1073,3869,316,1453,2232,2128,1608,639,490,242
c2cds458,VF_A0461,570,hypothetical protein,447,512,461,377,336,241,823,60,336,316,363,251,130,80,15
c2cds459,VF_A0462,1209,outer membrane-specific lipoprotein transporter subunit,315,330,307,239,209,172,608,22,245,328,350,173,116,66,43
c2cds460,VF_A0463,717,outer membrane-specific lipoprotein transporter subunit,191,194,233,104,101,105,309,15,69,129,166,98,126,5,13
c2cds461,VF_A0464,1245,outer membrane-specific lipoprotein transporter subunit LolE,332,330,311,242,228,136,490,51,236,515,358,254,116,22,93
c2cds462,VF_A0465,1350,hypothetical protein,22,15,22,23,17,14,35,5,23,33,14,10,3,1,3
c2cds463,VF_A0467,1047,permease,29,22,10,12,8,4,31,6,8,26,2,11,10,0,8
c2cds464,VF_A0468,1503,glucose-6-phosphate 1-dehydrogenase,756,759,796,749,836,575,1528,156,768,1121,754,505,202,111,125
c2cds465,VF_A0469,723,6-phosphogluconolactonase,607,628,443,446,446,356,1383,92,562,822,655,410,284,100,38
c2cds466,VF_A0470,1449,6-phosphogluconate dehydrogenase,1028,1307,1391,1180,1198,897,3140,244,1335,1231,1505,867,601,306,171
c2cds467,VF_A0471,666,hypothetical protein,60,69,72,53,66,45,118,12,47,83,67,60,34,2,6
c2cds468,VF_A0472,624,transporter,23,33,24,25,25,20,59,1,20,32,16,1,8,4,3
c2cds469,VF_A0473,612,transcriptional regulatory protein TcpP,63,64,48,53,44,29,50,8,33,13,21,41,6,1,0
c2cds470,VF_A0474,390,TcpH protein,13,4,9,4,3,3,36,3,6,0,4,5,0,0,2
c2cds471,VF_A0475,1692,GGDEF domain-containing protein,59,89,94,75,63,65,109,12,52,44,37,46,57,0,2
c2cds472,VF_A0476,1293,GGDEF domain-containing protein,30,18,22,22,24,10,45,5,27,15,13,3,0,38,5
c2cds473,VF_A0477,1353,hypothetical protein,28,29,34,43,41,24,76,7,13,38,20,25,0,0,0
c2cds474,VF_A0478,1314,N-acetylglucosaminyltransferase,71,40,48,30,29,24,94,5,20,39,40,25,40,1,0
c2cds475,VF_A0479,1044,hypothetical protein,51,32,29,21,27,24,33,4,9,41,29,66,1,5,1
c2cds476,,249,hypothetical protein,3,4,3,2,1,1,8,0,0,0,6,0,2,0,0
