VF_number,CDS_number,Plk1_rpkm,Plk2_rpkm,Plk3_rpkm,Plk_rpkm_mean,Plk_rpkm_std,Swt1_rpkm,Swt2_rpkm,Swt3_rpkm,Swt_rpkm_mean,Swt_rpkm_std,Vnt1_rpkm,Vnt2_rpkm,Vnt3_rpkm,Vnt_rpkm_mean,Vnt_rpkm_std,Plk-vs-Swt_log2fc,Plk-vs-Swt_padj,Vnt-vs-Plk_log2fc,Vnt-vs-Plk_padj,Vnt-vs-Swt_log2fc,Vnt-vs-Swt_padj,Description,KO_number,Pathways
VF_A0317,c2cds316,1.44943637945,1.13622735819,1.36883055357,1.31816476374,0.162635295814,2.36828394519,5.12773979371,6.84776882923,4.78126418937,2.25975224635,0.0,56.3170701696,14.1442221683,23.4870974459,29.297953631,-1.429619,0.207333087639,3.059384,0.00582274037294,1.629765,0.123614727781,hydroxymethylpyrimidine transport ATP-binding protein,K02049,"[('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters')), ('PATH:ko02010', ('Environmental Information Processing', 'Membrane Transport', 'ABC transporters'))]"
VF_A0318,c2cds317,2.83288585937,1.93135949047,1.85121494721,2.20515343235,0.545107133418,2.1600831588,3.33152565853,3.70119536232,3.06426805988,0.804566140219,17.793820444,35.6541296213,7.06738057505,20.1717768801,14.4409682108,-0.286053,0.750511754901,2.290435,0.00183956212073,2.004383,0.00345787075457,taurine transporter permease subunit,K02050,"[('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters')), ('PATH:ko02010', ('Environmental Information Processing', 'Membrane Transport', 'ABC transporters'))]"
VF_A0319,c2cds318,7.83167432514,4.76146599915,4.50038146534,5.69784059654,1.85255932953,7.51502759583,8.13640799675,8.79326714639,8.14823424632,0.639201832202,0.0,39.3296947968,15.2157423562,18.1818123843,19.8319036343,-0.319996,0.79490904221,0.997486,0.410517038426,0.67749,0.512563093684,hydroxymethylpyrimidine-binding protein,K02051,"[('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters')), ('PATH:ko02010', ('Environmental Information Processing', 'Membrane Transport', 'ABC transporters'))]"
VF_A0320,c2cds319,11.8981206093,7.91386327801,6.16902819616,8.66033736117,2.93658690274,6.20208296469,8.70568356472,11.715916202,8.87456091048,2.76079316697,152.173396558,45.2874986416,17.7377394825,71.7328782272,71.012358427,0.118809,0.891326075366,1.894186,0.0062424035841,2.012995,0.00139784182138,transcriptional activator TenA,K03707,"[('PATH:ko00730', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Thiamine metabolism')), ('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors'))]"
VF_A0321,c2cds320,22.1881204398,11.1805465807,11.9723358903,15.113667637,6.13943355876,9.75304993805,11.812620362,13.1958663011,11.5871788671,1.73244452383,86.4460978288,52.3244420605,30.0539479926,56.274829294,28.4028662331,0.524057,0.275913472286,0.994702,0.036395459198,1.518759,0.000287608110028,hydroxyethylthiazole kinase,K00878,"[('PATH:ko00730', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Thiamine metabolism'))]"
VF_A0322,c2cds321,26.0616632439,17.388206639,18.1537911249,20.5345536693,4.80189911273,8.97910471796,12.8920658406,7.70865160849,9.85994072235,2.70163835947,0.0,43.8902988176,27.7496993158,23.8799993778,22.1995611619,1.089686,0.283756260589,-0.2771,0.841626793482,0.812586,0.409139132849,thiamine-phosphate pyrophosphorylase,K00788,"[('PATH:ko00730', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Thiamine metabolism'))]"
VF_A0323,c2cds322,3.10746323417,2.42015283825,1.34444624545,2.29068743929,0.888610259214,1.47028698103,2.12984066546,1.63122332504,1.74378365718,0.343882446398,31.7137094999,8.92858433945,3.39025636441,14.6775167346,15.0114012385,0.49596,0.585112908229,1.453508,0.0845267377292,1.949468,0.00863956518878,GGDEF domain-containing protein,,
VF_A0324,c2cds323,10.7363512569,5.03609481328,5.56147238896,7.11130615305,3.1503522665,4.79251865453,3.79164895753,4.85781891304,4.48066217503,0.597595549987,76.6503034512,12.1777073437,7.35293130535,32.0603140334,38.6913424834,0.768305,0.338582953418,0.991218,0.247584059574,1.759523,0.0122685123285,thiol:disulfide interchange protein DsbD,,
VF_A0325,c2cds324,32.4763647949,80.6383239529,80.7447930459,64.6198272646,27.8371059662,133.685608295,92.9922473406,97.8738141501,108.183889929,22.2196006571,65.824471002,56.5575701134,23.5411680365,48.6410697173,22.2254957495,-0.483025,0.450370504986,-1.29097,0.0330055059798,-1.773995,0.000786806751263,methyl-accepting chemotaxis protein,K03406,"[('PATH:ko02020', ('Environmental Information Processing', 'Signal Transduction', 'Two-component system')), ('PATH:ko02030', ('Cellular Processes', 'Cell Motility', 'Bacterial chemotaxis')), ('BR:ko02035', ('Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'))]"
VF_A0326,c2cds325,1.54896849134,0.827898787131,0.151326982909,0.842731420462,0.698938804034,1.98368847793,0.450399391604,1.08414842694,1.17274543216,0.770474482094,0.0,5.90042517555,0.525756494853,2.1420605568,3.26543770858,-0.27582,0.864813896836,0.686015,0.694306665241,0.410195,0.77132571526,hypothetical protein,,
VF_A0327,c2cds326,29.2466473458,71.0685748322,47.4246375092,49.2466198957,20.9704105714,5.87186190109,15.0357013273,8.86338889397,9.92365070746,4.67301878793,0.0,111.913467821,64.4743491057,58.7959389756,56.1724071599,2.210795,0.0246416648581,-0.292328,0.841626793482,1.918467,0.0491741172789,hypothetical protein,,
VF_A0328,c2cds327,1.84963309921,8.41956978793,8.95973362184,6.40964550299,3.95831139299,25.3005401324,7.52954677983,11.0444582462,14.6248483862,9.41097478214,0.0,16.7688495931,11.535993405,9.43494766603,8.57959055357,-0.802751,0.487860144843,-0.020207,0.989771217277,-0.822958,0.43794310318,outer membrane lipoprotein,,
VF_A0329,c2cds328,6.61713659557,4.12621213693,2.57687463053,4.44007445434,2.03833543664,232.932141282,2.61889984922,2.70167468961,79.4175719402,132.947523343,0.0,6.76371732958,4.58560878666,3.78310870541,3.45253136321,-3.201641,0.00847545239206,-0.504295,0.781727490073,-3.705935,0.00177944401911,hypothetical protein,,
VF_A0330,c2cds329,2.22974316143,3.25992721357,0.703776187978,2.06448218766,1.28606392085,238.623292353,2.3739613974,3.15127973401,81.3828444947,136.174776989,0.745848761127,3.29293189438,1.10031074821,1.71303046791,1.37966561641,-4.168664,0.000279866124426,-0.67315,0.696235963388,-4.841814,2.00552994253e-05,hypothetical protein,,
VF_A0331,c2cds330,0.927148872044,2.82582190404,0.433007559866,1.39532611198,1.26324287745,79.521786889,0.253152114185,0.581659896167,26.7855329664,45.671230963,27.533595845,1.59187260263,0.725336427439,9.95026829168,15.2337709422,-2.639925,0.0749842264116,0.934235,0.640734175395,-1.70569,0.250985570307,hypothetical protein,,
VF_A0332,c2cds331,1.18275637143,1.98680205189,0.594255960972,1.25460479477,0.699047781474,135.472242432,0.270218548849,0.886961318392,45.5431407665,77.8814970819,0.0,5.71545679084,2.06462803316,2.593361608,2.89418053633,-3.209415,0.0299718603354,0.231448,0.920264549482,-2.977967,0.0399618656874,TonB system receptor,K02014,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Pores ion channels'))]"
VF_A0333,c2cds332,1.80094639962,7.25783007589,1.60109082765,3.55328910105,3.20978245962,81.0018075127,0.445117762012,0.756307136162,27.4010774703,46.4198546477,30.7662613965,18.9343583927,3.75939505639,17.8200049485,13.5378744667,-2.0925,0.10565062099,1.002273,0.541443967495,-1.090227,0.406371318949,oligopeptidase B,K01354,"[('BR:ko01002', ('Metabolism', 'Enzyme Families', 'Peptidases')), ('PATH:ko05142', ('Human Diseases', 'Infectious Diseases', 'Chagas disease (American trypanosomiasis)')), ('PATH:ko05143', ('Human Diseases', 'Infectious Diseases', 'African trypanosomiasis'))]"
VF_A0334,c2cds333,4.96710237384,4.16278357398,3.19302849679,4.1076381482,0.888321616197,9.39691855021,5.56056666995,6.93572989319,7.29773837112,1.94362716097,101.517345539,13.0327772722,10.0904219771,41.5468482628,51.9568067855,-0.60442,0.500625360512,2.010032,0.0133797829496,1.405612,0.064494857463,MarR family transcriptional regulator,,
VF_A0335,c2cds334,104.945361687,89.0169302052,61.682738518,85.2150101366,21.88046133,47.5876629653,106.059473757,111.075235288,88.2407906702,35.2958504654,527.378550607,238.688518676,206.123579561,324.063549615,176.82720672,0.102445,0.875083222535,1.000646,0.0702034198801,1.103091,0.0227845628058,osmotically inducible protein C,,
VF_A0336,c2cds335,94.3937598847,68.2945417164,57.2516597282,73.3133204431,19.0728866703,28.3743110264,61.6142955598,52.1479499983,47.3788521948,17.1254887037,186.835114662,204.970042553,177.719635774,189.841597663,13.8717472741,0.759339,0.145036540901,0.628832,0.293628706419,1.388171,0.00363710352747,hypothetical protein,,
VF_A0338,c2cds336,2.66569915291,3.12986805872,4.69826073334,3.49794264832,1.06509897295,25.2433998212,17.0934993987,15.9272751247,19.4213914482,5.07561384325,0.0,8.25226173229,7.29909797095,5.18378656775,4.51451688157,-2.050109,0.0192795543406,0.028312,0.984956280179,-2.021797,0.0187611949825,glucosyl hydrolase precursor,K03931,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_A0339,c2cds337,1.60473313439,1.20078573081,1.3098292366,1.3717827006,0.208978587398,4.36852376376,3.05557097296,1.90215800812,3.10875091495,1.23404258023,22.5102547786,2.48457662513,2.21387825242,9.06956988538,11.6407614528,-0.931777,0.303156271517,1.344329,0.161016521043,0.412552,0.653973730445,hypothetical protein,,
VF_A0340,c2cds338,7.81518658972,7.90553289562,7.76939278846,7.8300374246,0.0692744012362,10.569351422,7.29078088852,7.71114833776,8.52376021608,1.78395900577,11.013438338,18.8709261257,11.7988058863,13.8943901167,4.32765912858,0.072316,0.908474508285,0.129478,0.85759944727,0.201794,0.705710123896,amino acid permease,,
VF_A0341,c2cds339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.289924251,0.0,0.0,230.42997475,399.116423854,0.0,1.0,2.138702,0.20737307674,2.135047,0.141984420571,hypothetical protein,,
VF_A0342,c2cds340,0.30966079664,0.434460399553,0.344121194617,0.362747463603,0.0644510561908,0.0,0.275751279169,0.568933746572,0.281561675247,0.284511375035,24.4063888523,6.19278858515,0.896687175062,10.4986215375,12.3321395669,0.525649,0.709861042018,3.129551,0.00739780232686,3.6552,0.000670229094168,GGDEF domain-containing protein,,
VF_A0343,c2cds341,0.543129659117,0.493499939176,0.42448983618,0.487039811491,0.0595831505875,0.2878178036,0.157927852888,0.0,0.148581885496,0.144136332502,32.0529767818,4.34473745432,1.3135011302,12.5704051221,16.9403378735,1.392435,0.218442365419,3.077847,0.00273929062636,4.470282,4.27029606705e-06,GGDEF domain-containing protein,K00936,"[(None, ('Unclassified', 'Metabolism', 'Others'))]"
VF_A0344,c2cds342,6.88167562846,6.06605086169,4.16408288329,5.70393645781,1.39451522518,1.73746617498,3.48343484737,3.17744130161,2.79944744132,0.932341766762,25.851399513,21.7892682143,10.9146827889,19.5184501721,7.72294228648,1.160956,0.0254518096196,0.899488,0.119749066397,2.060444,2.74029268644e-05,diguanylate phosphodiesterase,,
VF_A0345,c2cds343,19.2758977028,5.85036905327,6.97299086374,10.6997525399,7.44834003808,5.21239852495,2.71341240742,3.04504791405,3.65695294881,1.35722280138,39.9521628838,10.3758420068,10.786274756,20.3714265489,16.9586567959,1.597012,0.0113334171862,-0.023204,0.982499323133,1.573809,0.0115582145384,transporter,,
VF_A0346,c2cds344,0.682894339609,0.851657471972,1.16752274893,0.90069152017,0.24600696574,8.02172997651,3.35910451332,2.9275597423,4.76946474404,2.82479726336,22.2717355227,2.54929628115,1.62253328875,8.81452169752,11.6634975613,-1.939711,0.0446868737484,1.656054,0.137006192122,-0.283657,0.798643052228,cryptic beta-D-galactosidase subunit beta,K12112,"[('PATH:ko00052', ('Metabolism', 'Carbohydrate Metabolism', 'Galactose metabolism')), ('PATH:ko00511', ('Metabolism', 'Glycan Biosynthesis and Metabolism', 'Other glycan degradation'))]"
VF_A0347,c2cds345,0.74794762051,0.596983883641,0.829761654511,0.724897719554,0.11808829791,6.21177764253,2.50347721149,3.84773084118,4.1876618984,1.87737525936,8.67319681218,1.48914405591,1.00702199038,3.72312095282,4.29366378301,-2.189841,0.00137061257382,1.07528,0.206854657665,-1.114561,0.123357451753,cryptic beta-D-galactosidase subunit alpha,K12111,"[('PATH:ko00052', ('Metabolism', 'Carbohydrate Metabolism', 'Galactose metabolism')), ('PATH:ko00511', ('Metabolism', 'Glycan Biosynthesis and Metabolism', 'Other glycan degradation'))]"
VF_A0348,c2cds346,22.3627327115,25.2939703942,22.231696232,23.2961331126,1.73141791392,65.5278564564,76.020498517,66.765746085,69.4380336861,5.73408450585,87.7899936365,48.6977018525,36.3445013106,57.6107322665,26.855935164,-1.368973,8.12334630105e-06,0.388579,0.341855294904,-0.980394,0.00205734127946,DNA-binding transcriptional repressor EbgR,K12113,"[('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors'))]"
VF_A0349,c2cds347,0.991510050778,1.73115759207,0.994489890243,1.23905251103,0.426178105899,5.94606674929,3.09447479437,5.34360080435,4.794714116,1.50294764274,31.6182501736,4.65316606921,2.94474190627,13.0720527164,16.0841772675,-1.58899,0.0572886820659,1.962996,0.0281819806273,0.374005,0.682499111619,DNA polymerase III%2C epsilon-subunit paralog %283%27 to 5%27 exonuclease%29,K02342,"[('PATH:ko00230', ('Metabolism', 'Nucleotide Metabolism', 'Purine metabolism')), ('PATH:ko00240', ('Metabolism', 'Nucleotide Metabolism', 'Pyrimidine metabolism')), ('PATH:ko03030', ('Genetic Information Processing', 'Replication and Repair', 'DNA replication')), ('BR:ko03032', ('Genetic Information Processing', 'Replication and Repair', 'DNA replication proteins')), ('PATH:ko03430', ('Genetic Information Processing', 'Replication and Repair', 'Mismatch repair')), ('PATH:ko03440', ('Genetic Information Processing', 'Replication and Repair', 'Homologous recombination')), ('BR:ko03400', ('Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins'))]"
VF_A0350,c2cds348,2.5502064962,3.04907111377,2.48330833297,2.69419531431,0.309146350199,16.374918108,10.7764108197,12.8340441606,13.3284576961,2.83181117353,42.7912681968,8.51488453721,4.49500603241,18.6003862555,21.0461144306,-1.998752,0.00173447490415,1.548482,0.0318888324701,-0.45027,0.528545081782,cyclic nucleotide binding protein%2FCBS domain-containing proteins,K07182,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Signal transduction mechanisms'))]"
VF_A0351,c2cds349,4.17017462533,12.2453941439,8.94442611846,8.45333162922,4.05994740313,165.531611103,93.1433945258,127.348079998,128.674361876,36.2123285986,56.3252919203,10.7153456607,8.0504047114,25.0303474308,27.1349523772,-3.485491,5.13115238908e-08,0.3854,0.696254376,-3.100091,1.60137988233e-06,transporter,K03307,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Other ion-coupled transporters'))]"
VF_A0352,c2cds350,1.63192158704,3.77787167611,4.21994226423,3.20991184246,1.38433974727,34.0040294323,76.7610203475,94.6337720004,68.4662739267,31.1543501715,0.0,3.42679885863,2.81716555069,2.08132146977,1.82806933346,-3.953522,3.54563676352e-09,-0.942312,0.316064665924,-4.895834,2.20406116608e-12,UDP-galactose-4-epimerase,K01784,"[('PATH:ko00052', ('Metabolism', 'Carbohydrate Metabolism', 'Galactose metabolism')), ('PATH:ko00520', ('Metabolism', 'Carbohydrate Metabolism', 'Amino sugar and nucleotide sugar metabolism'))]"
VF_A0353,c2cds351,1.37097686034,1.46553023667,1.94210146916,1.59286952206,0.30611648094,55.3513201022,126.66916147,132.780383623,104.933621732,43.0481153503,0.0,3.13344516445,3.22830964539,2.12058493662,1.83709285897,-5.59353,1.35660870157e-22,0.093825,0.930400380748,-5.499705,1.62835627256e-19,galactose-1-phosphate uridylyltransferase,K00965,"[('PATH:ko00052', ('Metabolism', 'Carbohydrate Metabolism', 'Galactose metabolism')), ('PATH:ko00520', ('Metabolism', 'Carbohydrate Metabolism', 'Amino sugar and nucleotide sugar metabolism'))]"
VF_A0355,c2cds352,3.34795601562,4.57616574615,3.4190726805,3.78106481409,0.689495115377,68.5951125165,134.881359275,140.245862905,114.574111566,39.9092187341,61.1460375258,11.9982463933,10.2614694583,27.8019177925,28.8899089497,-4.526596,1.65323141054e-15,1.676498,0.0133796234014,-2.850098,1.19535351367e-06,galactokinase,K00849,"[('PATH:ko00052', ('Metabolism', 'Carbohydrate Metabolism', 'Galactose metabolism')), ('PATH:ko00520', ('Metabolism', 'Carbohydrate Metabolism', 'Amino sugar and nucleotide sugar metabolism'))]"
VF_A0356,c2cds353,18.7397266848,9.55420146452,8.4329882321,12.2423054605,5.65478927129,90.269805941,113.638904878,98.6521473612,100.853619393,11.8390690349,254.391314314,23.923057192,22.4931698151,100.26918044,133.475597983,-2.709402,0.000203272526772,1.771777,0.0335601428322,-0.937625,0.234297244384,aldose 1-epimerase,K01785,"[('PATH:ko00010', ('Metabolism', 'Carbohydrate Metabolism', 'Glycolysis / Gluconeogenesis'))]"
VF_A0357,c2cds354,16.3074317758,10.6344969541,11.4525907357,12.7981731552,3.06651127647,4.43503321283,5.43461265242,3.97414487281,4.61459691269,0.746608247707,78.9961645081,19.0335996538,25.8372870974,41.2890170864,32.8320615515,1.586447,0.000705612204103,0.710683,0.214802585461,2.29713,4.04519995338e-07,acriflavin resistance plasma membrane protein,,
VF_A0358,c2cds355,0.694858795694,0.589273512278,1.07710005265,0.787077453541,0.256655204535,3.52266493719,2.97008655407,1.53198062756,2.67491070628,1.02764419475,30.2159215087,3.5574315452,2.22879656949,12.0007165411,15.7888120748,-1.422201,0.121829416309,2.419305,0.00935168104878,0.997104,0.273109183502,acriflavin resistance periplasmic protein,,
VF_A0359,c2cds356,8.17185734661,4.41275464644,4.03291354778,5.53917518028,2.28786611426,7.57832036674,6.68754782926,7.42960539642,7.23182453081,0.477186422147,164.854512937,19.1393595449,18.7655121478,67.5864615434,84.2368108783,-0.219868,0.821164946529,2.329503,0.00256907843843,2.109635,0.00309888902466,TetR family transcriptional regulator,,
VF_A0360,c2cds357,398.619899706,133.655086893,108.155348232,213.476778277,160.844772148,22.0366952668,41.6132589337,47.3819863229,37.0106468411,13.2847270667,688.158006143,315.07533737,314.679545728,439.304296414,215.513725311,2.524764,4.06482967957e-06,0.217788,0.799759451467,2.742552,4.21011635469e-07,sensor histidine kinase,K00936,"[(None, ('Unclassified', 'Metabolism', 'Others'))]"
VF_A0361,c2cds358,8.77372257145,5.17490609246,3.81180400191,5.92014422194,2.56353152407,37.1405971127,48.006984602,54.617639671,46.5884071285,8.82445611255,0.0,19.4866414146,12.9674760701,10.8180391616,9.9195442271,-2.602058,0.00153228276064,0.353458,0.777249255991,-2.2486,0.00646646532004,DNA-binding transcriptional repressor,K02529,"[('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors'))]"
VF_A0362,c2cds359,8.36084150927,8.57335188452,3.91768744641,6.95062694673,2.6287509723,146.887232653,106.518779839,110.942080582,121.449364358,22.1405793717,0.0,61.4324627647,29.7976045867,30.4100224505,30.7208099188,-3.608396,7.87706166737e-06,1.452575,0.146263131651,-2.155821,0.0100557742589,hypothetical protein,K06878,"[(None, ('Unclassified', 'Poorly Characterized', 'General function prediction only'))]"
VF_A0363,c2cds360,126.453341479,234.574066224,216.298405714,192.441937806,57.8737511798,9.47402654362,8.51923435048,7.28189952372,8.42505347261,1.09909405701,889.97402531,550.028954319,457.614063106,632.539014245,227.683369443,4.633058,8.86364718054e-34,0.806928,0.0919986749486,5.439986,4.95546039867e-46,sodium%2Fproton-dependent alanine carrier protein,K03310,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Other ion-coupled transporters'))]"
VF_A0364,c2cds361,18.1045194005,10.2094877403,11.573626273,13.2958778046,4.21989265056,9.36808501776,7.20982842896,7.23110448888,7.93633931187,1.239973787,128.36000244,92.7727003251,70.3680920869,97.1669316173,29.2446126334,0.874017,0.0340187147466,2.025502,9.76299522841e-08,2.899519,5.43540692201e-15,transporter,K09964,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_A0365,c2cds362,39.1133620031,71.1736022827,60.1837847371,56.8235830076,16.2921136886,65.1256013315,53.2254304024,47.3637344022,55.2382553787,9.05039101326,19.3277704823,164.975887909,102.436401208,95.5800198664,73.0657306901,0.245293,0.806254561524,0.114884,0.924951571353,0.360177,0.676000608706,translation initiation inhibitor,,
VF_A0366,c2cds363,5.32419064473,11.0145113049,16.5988579734,10.979186641,5.63741667051,42.6584174884,20.0802207118,19.4202100054,27.3862827352,13.2301730326,58.7317672515,58.8752219567,23.7189234182,47.1086375421,20.2562136125,-1.013908,0.128325574671,1.140139,0.113619569039,0.126231,0.860643097162,branched-chain amino acid transport system II carrier protein,,
VF_A0367,c2cds364,4.94318054301,3.22575948832,3.41978736961,3.86290913365,0.940559111963,6.12996572091,3.97777478293,4.22419035917,4.77731028767,1.17789545371,139.970119346,31.0824136639,11.3692644033,60.8072658043,69.2619671902,-0.128937,0.891326075366,2.697688,0.00018786719282,2.568751,0.000135086681085,deacetylase,,
VF_A0368,c2cds365,3.79196726419,1.73907849615,1.2338624164,2.25496939224,1.35483676713,1.04929306468,0.964779005207,0.449477906545,0.821183325478,0.324668054189,73.1383011134,15.1668224352,1.96176400304,30.0889625172,37.8619539541,1.378753,0.160484633191,2.372046,0.014691717538,3.750799,1.53472920443e-05,hypothetical protein,,
VF_A0370,c2cds367,6.90384776098,2.28073143082,3.08894587121,4.091175021,2.46913924315,15.9379108744,12.7067805566,8.77106192633,12.4719177858,3.58919229798,0.0,5.40519290868,4.646148341,3.35044708323,2.92628756397,-1.377483,0.0834103508194,-0.61997,0.556012300085,-1.997453,0.00894519202881,PTS system%2C fructose-like enzyme IIC component,K02770,"[('PATH:ko00051', ('Metabolism', 'Carbohydrate Metabolism', 'Fructose and mannose metabolism')), ('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters')), ('PATH:ko02060', ('Environmental Information Processing', 'Membrane Transport', 'Phosphotransferase system (PTS)'))]"
VF_A0371,c2cds368,111.572275375,107.625366572,67.7529476026,95.6501965165,24.2401917278,6.05129236407,17.2099132949,11.819826767,11.6936774753,5.58037996038,259.770747659,135.274346592,111.201013077,168.748702442,79.7410865437,3.088187,1.46119961582e-10,-0.063744,0.938703543286,3.024442,3.93597568841e-10,hypothetical protein,,
VF_A0372,c2cds369,68.1309049178,26.1793423616,20.5118921301,38.2740464699,26.0116127012,15.7102264333,17.074069,18.9454937609,17.2432630647,1.62425633563,118.328905953,65.4666221859,52.9380459264,78.911191355,34.7067496873,1.233745,0.0128117720477,0.219378,0.763646967019,1.453124,0.0024586424977,mechanosensitive ion channel MscS,,
VF_A0373,c2cds370,6.47008911567,6.17281335685,3.06962334036,5.23750860429,1.88331837653,2.92507540753,3.66271850341,3.86339480614,3.48372957236,0.494103836788,68.5794773819,34.8066775274,24.1399548269,42.5087032454,23.1993252348,0.74126,0.140498309268,2.060265,9.74715435298e-06,2.801525,1.55464208436e-10,mechanosensitive ion channel MscS,,
VF_A0374,c2cds371,7.62513016829,6.88824478997,7.07885593765,7.19741029864,0.382480545354,17.513382524,11.7809640097,13.0658577661,14.1200681,3.00810157354,128.851803215,23.5138047134,20.7688923412,57.71150009,61.6245947862,-0.746679,0.252145431847,1.832573,0.0034314425535,1.085894,0.0684276913132,ATP-dependent RNA helicase,K11927,"[('PATH:ko03018', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'RNA degradation'))]"
VF_A0375,c2cds372,31.9674571548,31.5136518076,24.0275916082,29.1695668569,4.45885825259,4.56923042132,5.25312236943,4.7417618059,4.85470486555,0.355660161127,118.605226373,144.893498823,107.658960068,123.719228421,19.1368096031,2.706691,2.24813652587e-12,1.314765,0.00180049399485,4.021456,3.1662054631e-26,hypothetical protein,,
VF_A0376,c2cds373,5.49957574832,10.6652497443,8.74427838039,8.30303462435,2.6109517417,4.29261066217,5.0372667957,5.89415361449,5.07467702412,0.801426603582,45.8368814638,39.594213098,29.5636382099,38.3315775906,8.20976843879,0.914066,0.0707085583047,1.330097,0.00963521989497,2.244163,1.06732974296e-06,hypothetical protein,,
VF_A0377,c2cds374,23.0617893292,14.948408414,12.5901750415,16.8667909282,5.49307018443,10.1257952279,14.0522043802,14.7533759581,12.9771251887,2.49408746934,141.590143875,56.5586852184,36.4711738317,78.2066676417,55.8030090855,0.519854,0.315886653514,1.227164,0.0133797829496,1.747018,7.85909229294e-05,hypothetical protein,,
VF_A0378,c2cds375,34.8551061296,83.3011914847,82.5355501351,66.8972825831,27.7519793092,87.0615843082,58.3672065513,38.6715134819,61.3667681138,24.3340865006,27.9902793502,72.086842407,52.3612609521,50.8127942364,22.0890251083,0.351143,0.66978897484,-1.052285,0.182145489736,-0.701143,0.320987769053,glycine betaine transporter,,
VF_A0379,c2cds376,178.152702457,74.226579711,82.6455391547,111.674940441,57.7251188958,114.862874922,118.258114705,98.1614442428,110.427477957,10.7574904416,340.961694662,102.544694253,104.792194733,182.766194549,137.005930553,0.148625,0.815890584744,-0.207211,0.771567442355,-0.058586,0.911510621953,membrane fusion protein %28MFP%29 component of efflux pump%2C signal anchor,,
VF_A0380,c2cds377,152.104408,73.1097644955,60.801275251,95.3384825821,49.544449167,103.659168364,158.929513403,110.391066008,124.326582592,30.1554593238,264.805674325,99.5917433568,103.692014211,156.029810631,94.2249672167,-0.250628,0.674615060213,-0.167704,0.818753092831,-0.418332,0.423342086139,hypothetical protein,,
VF_A0381,c2cds378,21.5608367406,19.6073671021,13.8899827645,18.3527288691,3.98636275346,19.2496845626,13.1292397543,14.7627224111,15.7138822426,3.16914656203,33.9700208477,52.4209098376,37.3072029143,41.2327111999,9.83188881163,0.396097,0.455352350645,0.456943,0.435168315301,0.853039,0.063008485332,GGDEF domain-containing protein,K00936,"[(None, ('Unclassified', 'Metabolism', 'Others'))]"
VF_A0382,c2cds380,119.587128902,36.8654131034,29.1867714758,61.8797711605,50.1232953572,52.9935536573,52.1800206268,94.2012050887,66.4582597909,24.0295384755,137.012417419,158.560158934,63.8027413025,119.791772552,49.670464124,0.003238,0.997457639603,0.196289,0.839500672114,0.199527,0.786920145561,hypothetical protein,,
VF_A0383,c2cds381,50.6247657449,62.525039845,78.9750561884,64.0416205928,14.2358615802,111.09730238,69.2942660651,76.5052978596,85.6322887682,22.3461391199,19.2047841797,66.0549565879,48.3888984257,44.5495463978,23.659884439,-0.188375,0.821814838102,-1.131726,0.119749066397,-1.3201,0.036827846503,exoribonuclease II,K01147,"[(None, ('Unclassified', 'Genetic Information Processing', 'Translation proteins'))]"
VF_A0384,c2cds382,178.167850153,158.289728337,195.119343591,177.19230736,18.4341775716,83.8560003642,87.9483425125,148.28205353,106.695465469,36.073120824,82.3839875676,160.992218174,202.416457509,148.597554417,60.9685921382,0.881906,0.172931182159,-0.857878,0.235317361977,0.024028,0.971745004445,ATP-dependent RNA helicase,K05592,"[('BR:ko03009', ('Genetic Information Processing', 'Translation', 'Ribosome Biogenesis')), ('PATH:ko03018', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'RNA degradation'))]"
VF_A0385,c2cds383,96.0121464441,47.0576437237,37.5572718326,60.2090206668,31.3681706206,114.414611584,63.806161111,89.2590301955,89.1599342969,25.3043707652,344.444624796,127.495332369,54.0648033562,175.334920174,150.985362853,-0.401628,0.562905256028,0.535656,0.482243293992,0.134028,0.843104451087,spermidine N1-acetyltransferase,K00657,"[('PATH:ko00330', ('Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism'))]"
